name,year,obols,source,lat,lon,polisUrn,urn,nameconf,amtconf
"Daskyleion,in,Propontidi",2,100,urn:cts:phoros:stele1.year2:.2.2,40.377645000000001,28.674195999999998,urn:cite:phoros:places.79,payrec_104,,
"Daskyleion,in,Propontidi",3,100,urn:cts:phoros:stele1.year3:front.5.3,40.377645000000001,28.674195999999998,urn:cite:phoros:places.79,payrec_223,,
"Daskyleion,in,Propontidi",2,103,urn:cts:phoros:stele1.year2:.1.18,40.377645000000001,28.674195999999998,urn:cite:phoros:places.79,payrec_103,,
"Daskyleion,in,Propontidi",3,7200,urn:cts:phoros:stele1.year3:front.5.2,40.377645000000001,28.674195999999998,urn:cite:phoros:places.79,payrec_222,,
Daunion/Damnion,4,1000,urn:cts:phoros:stele1.year4:front.1.31,41.053505999999999,28.038408,urn:cite:phoros:places.130,payrec_280,,
Daunion/Damnion,8,300,urn:cts:phoros:stele1.year8:right.2.44,41.053505999999999,28.038408,urn:cite:phoros:places.130,payrec_781,,
Daunion/Damnion,7,3600,urn:cts:phoros:stele1.year7:front.3.12,41.053505999999999,28.038408,urn:cite:phoros:places.130,payrec_572,,
"Diduma,Teichos",7,30,urn:cts:phoros:stele1.year7:front.3.39,40.286031000000001,27.274404000000001,urn:cite:phoros:places.42,payrec_600,,
"Diduma,Teichos",8,3600,urn:cts:phoros:stele1.year8:right.2.64,40.286031000000001,27.274404000000001,urn:cite:phoros:places.42,payrec_800,,
"Diduma,Teichos",3,900,urn:cts:phoros:stele1.year3:front.2.7,40.286031000000001,27.274404000000001,urn:cite:phoros:places.42,payrec_176,,
"Dikaia,by,Abdera",3,1000,urn:cts:phoros:stele1.year3:front.3.8,40.992870000000003,25.165652999999999,urn:cite:phoros:places.51,payrec_191,,
"Dikaia,by,Abdera",5,1800,urn:cts:phoros:stele1.year5:front.4.27,40.992870000000003,25.165652999999999,urn:cite:phoros:places.51,payrec_457,,
"Dikaia,by,Abdera",4,300,urn:cts:phoros:stele1.year4:front.3.23,40.992870000000003,25.165652999999999,urn:cite:phoros:places.51,payrec_307,,
"Dikaia,by,Abdera",1,300,urn:cts:phoros:stele1.year1:front.5.16,40.992870000000003,25.165652999999999,urn:cite:phoros:places.51,payrec_73,,
"Dikaia,by,Abdera",1,300,urn:cts:phoros:stele1.year1:front.5.17,40.992870000000003,25.165652999999999,urn:cite:phoros:places.51,payrec_74,,
"Dikaia,by,Abdera",8,50,urn:cts:phoros:stele1.year8:right.2.35,40.992870000000003,25.165652999999999,urn:cite:phoros:places.51,payrec_772,,
"Dikaia,by,Abdera",7,500,urn:cts:phoros:stele1.year7:front.3.2,40.992870000000003,25.165652999999999,urn:cite:phoros:places.51,payrec_562,,
"Dikaia,by,Abdera",3,600,urn:cts:phoros:stele1.year3:front.3.7,40.992870000000003,25.165652999999999,urn:cite:phoros:places.51,payrec_190,,
"Dikaia,by,Abdera",5,600,urn:cts:phoros:stele1.year5:front.4.28,40.992870000000003,25.165652999999999,urn:cite:phoros:places.51,payrec_458,,
Ephesos,4,1800,urn:cts:phoros:stele1.year4:front.1.16,37.94583755,27.351764500000002,urn:cite:phoros:places.4,payrec_265,,
Ephesos,8,24,urn:cts:phoros:stele1.year8:right.1.101,37.94583755,27.351764500000002,urn:cite:phoros:places.4,payrec_731,,
Ephesos,2,600,urn:cts:phoros:stele1.year2:right.9.5,37.94583755,27.351764500000002,urn:cite:phoros:places.4,payrec_139,,
Erythrai,7,100,urn:cts:phoros:stele1.year7:front.3.16,38.382778000000002,26.480833000000001,urn:cite:phoros:places.198,payrec_576,,
Erythrai,8,150,urn:cts:phoros:stele1.year8:right.1.45,38.382778000000002,26.480833000000001,urn:cite:phoros:places.198,payrec_679,,
Erythrai,8,300,urn:cts:phoros:stele1.year8:right.2.104,38.382778000000002,26.480833000000001,urn:cite:phoros:places.198,payrec_814,,
Erythrai,5,600,urn:cts:phoros:stele1.year5:front.3.31,38.382778000000002,26.480833000000001,urn:cite:phoros:places.198,payrec_424,,
Eurumaxos,8,2196,urn:cts:phoros:stele1.year8:right.2.37,40.233058,25.903047000000001,urn:cite:phoros:places.209,payrec_774,,
Eurumaxos,7,30,urn:cts:phoros:stele1.year7:front.3.4,40.233058,25.903047000000001,urn:cite:phoros:places.209,payrec_564,,
Galepsos,7,3000,urn:cts:phoros:stele1.year7:front.2.33,37.862209,27.263729000000012,urn:cite:phoros:places.208,payrec_556,,
Galepsos,8,9000,urn:cts:phoros:stele1.year8:right.2.31,37.862209,27.263729000000012,urn:cite:phoros:places.208,payrec_768,,
Gargara,7,100,urn:cts:phoros:stele1.year7:front.2.17,39.535451000000002,26.542853999999995,urn:cite:phoros:places.118,payrec_541,,
Gargara,8,100,urn:cts:phoros:stele1.year8:right.2.11,39.535451000000002,26.542853999999995,urn:cite:phoros:places.118,payrec_748,,
Gargara,4,300,urn:cts:phoros:stele1.year4:front.1.25,39.535451000000002,26.542853999999995,urn:cite:phoros:places.118,payrec_274,,
Gentinos,5,600,urn:cts:phoros:stele1.year5:front.5.21,39.876942999999997,26.279146000000001,urn:cite:phoros:places.186,payrec_482,,
Gentinos,5,972,urn:cts:phoros:stele1.year5:front.5.15,39.876942999999997,26.279146000000001,urn:cite:phoros:places.186,payrec_476,,
Grynche,7,150,urn:cts:phoros:stele1.year7:front.3.37,38.401105000000001,24.159839999999999,urn:cite:phoros:places.150,payrec_598,,
Grynche,4,2400,urn:cts:phoros:stele1.year4:front.3.22,38.401105000000001,24.159839999999999,urn:cite:phoros:places.150,payrec_306,,
Grynche,8,360,urn:cts:phoros:stele1.year8:right.2.59,38.401105000000001,24.159839999999999,urn:cite:phoros:places.150,payrec_796,,
Gryneion,7,100,urn:cts:phoros:stele1.year7:front.1.2,38.874665,27.069172999999999,urn:cite:phoros:places.97,payrec_493,,
Gryneion,2,10800,urn:cts:phoros:stele1.year2:right.10.6,38.874665,27.069172999999999,urn:cite:phoros:places.97,payrec_148,,
Gryneion,4,1200,urn:cts:phoros:stele1.year4:front.1.30,38.874665,27.069172999999999,urn:cite:phoros:places.97,payrec_279,,
Gryneion,7,2400,urn:cts:phoros:stele1.year7:front.3.39,38.874665,27.069172999999999,urn:cite:phoros:places.97,payrec_639,,
Halikarnassos,4,160,urn:cts:phoros:stele1.year4:front.3.29,37.038220500000001,27.423765,urn:cite:phoros:places.38,payrec_313,,
Halikarnassos,7,250,urn:cts:phoros:stele1.year7:front.3.32,37.038220500000001,27.423765,urn:cite:phoros:places.38,payrec_632,,
Halikarnassos,1,300,urn:cts:phoros:stele1.year1:front.4.29,37.038220500000001,27.423765,urn:cite:phoros:places.38,payrec_58,,
Halikarnassos,3,40,urn:cts:phoros:stele1.year3:front.4.28,37.038220500000001,27.423765,urn:cite:phoros:places.38,payrec_218,,
Halikarnassos,5,50,urn:cts:phoros:stele1.year5:front.4.14,37.038220500000001,27.423765,urn:cite:phoros:places.38,payrec_444,,
Halikarnassos,5,56,urn:cts:phoros:stele1.year5:front.5.25,37.038220500000001,27.423765,urn:cite:phoros:places.38,payrec_486,,
Hephaistia,8,100,urn:cts:phoros:stele1.year8:right.1.83,39.965475499999997,25.322257,urn:cite:phoros:places.94,payrec_716,,
Hephaistia,2,250,urn:cts:phoros:stele1.year2:right.8.14,39.965475499999997,25.322257,urn:cite:phoros:places.94,payrec_131,,
Hephaistia,8,50,urn:cts:phoros:stele1.year8:right.2.107,39.965475499999997,25.322257,urn:cite:phoros:places.94,payrec_817,,
Hestiaia,7,1800,urn:cts:phoros:stele1.year7:front.2.31,38.946604000000001,23.090527000000002,urn:cite:phoros:places.196,payrec_554,,
Hestiaia,8,6000,urn:cts:phoros:stele1.year8:right.2.27,38.946604000000001,23.090527000000002,urn:cite:phoros:places.196,payrec_764,,
Ialysos,5,100,urn:cts:phoros:stele1.year5:front.3.13,36.41451,28.156289999999998,urn:cite:phoros:places.128,payrec_408,,
Ialysos,7,150,urn:cts:phoros:stele1.year7:front.2.25,36.41451,28.156289999999998,urn:cite:phoros:places.128,payrec_548,,
Ialysos,5,3600,urn:cts:phoros:stele1.year5:front.2.10,36.41451,28.156289999999998,urn:cite:phoros:places.128,payrec_380,,
Ialysos,3,4501,urn:cts:phoros:stele1.year3:front.5.19,36.41451,28.156289999999998,urn:cite:phoros:places.128,payrec_239,,
Ialysos,8,900,urn:cts:phoros:stele1.year8:right.2.18,36.41451,28.156289999999998,urn:cite:phoros:places.128,payrec_755,,
Iasos,8,324,urn:cts:phoros:stele1.year8:right.1.102,37.279525,27.584578000000004,urn:cite:phoros:places.199,payrec_732,,
Idyma,8,200,urn:cts:phoros:stele1.year8:right.1.13,37.059443000000002,28.367318999999998,urn:cite:phoros:places.204,payrec_649,,
Idyma,7,600,urn:cts:phoros:stele1.year7:front.1.12,37.059443000000002,28.367318999999998,urn:cite:phoros:places.204,payrec_503,,
Ikos,7,100,urn:cts:phoros:stele1.year7:front.3.24,39.163500999999997,23.900777000000001,urn:cite:phoros:places.157,payrec_584,,
Ikos,4,40,urn:cts:phoros:stele1.year4:front.5.25,39.163500999999997,23.900777000000001,urn:cite:phoros:places.157,payrec_349,,
Ikos,8,5400,urn:cts:phoros:stele1.year8:right.1.56,39.163500999999997,23.900777000000001,urn:cite:phoros:places.157,payrec_690,,
Imbros,8,250,urn:cts:phoros:stele1.year8:right.2.106,40.233058,25.903047000000001,urn:cite:phoros:places.218,payrec_816,,
Ios,2,103,urn:cts:phoros:stele1.year2:.1.16,36.723334999999999,25.282229000000001,urn:cite:phoros:places.77,payrec_101,,
Ios,3,1800,urn:cts:phoros:stele1.year3:front.3.5,36.723334999999999,25.282229000000001,urn:cite:phoros:places.77,payrec_188,,
Ios,7,1800,urn:cts:phoros:stele1.year7:front.3.40,36.723334999999999,25.282229000000001,urn:cite:phoros:places.77,payrec_601,,
Ios,8,3600,urn:cts:phoros:stele1.year8:right.2.63,36.723334999999999,25.282229000000001,urn:cite:phoros:places.77,payrec_799,,
Kalchedon,4,100,urn:cts:phoros:stele1.year4:front.1.22,40.983393,29.025789,urn:cite:phoros:places.115,payrec_271,,
Kalchedon,7,300,urn:cts:phoros:stele1.year7:front.3.14,40.983393,29.025789,urn:cite:phoros:places.115,payrec_574,,
Kalchedon,8,50,urn:cts:phoros:stele1.year8:right.1.43,40.983393,29.025789,urn:cite:phoros:places.115,payrec_677,,
Kalymna,3,100,urn:cts:phoros:stele1.year3:front.3.2,36.983333000000002,26.983332999999998,urn:cite:phoros:places.109,payrec_185,,
Kalymna,8,50,urn:cts:phoros:stele1.year8:right.2.8,36.983333000000002,26.983332999999998,urn:cite:phoros:places.109,payrec_746,,
Kalymna,5,900,urn:cts:phoros:stele1.year5:front.3.23,36.983333000000002,26.983332999999998,urn:cite:phoros:places.109,payrec_418,,
Kalymna,7,900,urn:cts:phoros:stele1.year7:front.2.13,36.983333000000002,26.983332999999998,urn:cite:phoros:places.109,payrec_539,,
Kameiros,5,100,urn:cts:phoros:stele1.year5:front.5.24,36.336185,27.921195000000001,urn:cite:phoros:places.20,payrec_485,,
Kameiros,7,150,urn:cts:phoros:stele1.year7:front.3.31,36.336185,27.921195000000001,urn:cite:phoros:places.20,payrec_631,,
Kameiros,4,300,urn:cts:phoros:stele1.year4:front.4.17,36.336185,27.921195000000001,urn:cite:phoros:places.20,payrec_329,,
Kameiros,3,50,urn:cts:phoros:stele1.year3:front.5.18,36.336185,27.921195000000001,urn:cite:phoros:places.20,payrec_238,,
Kameiros,1,600,urn:cts:phoros:stele1.year1:front.4.9,36.336185,27.921195000000001,urn:cite:phoros:places.20,payrec_38,,
Kameiros,5,600,urn:cts:phoros:stele1.year5:front.3.15,36.336185,27.921195000000001,urn:cite:phoros:places.20,payrec_410,,
Karpathos,5,100,urn:cts:phoros:stele1.year5:front.3.36,35.583333000000003,27.133333,urn:cite:phoros:places.179,payrec_429,,
Karyanda,8,2456,urn:cts:phoros:stele1.year8:right.2.101,37.161848999999997,27.529585999999998,urn:cite:phoros:places.111,payrec_811,,
Karystos,4,100,urn:cts:phoros:stele1.year4:front.2.33,38.016540999999997,24.420380999999999,urn:cite:phoros:places.149,payrec_305,,
Karystos,7,300,urn:cts:phoros:stele1.year7:front.3.24,38.016540999999997,24.420380999999999,urn:cite:phoros:places.149,payrec_624,,
Karystos,8,50,urn:cts:phoros:stele1.year8:right.2.47,38.016540999999997,24.420380999999999,urn:cite:phoros:places.149,payrec_784,,
Kaunos,7,1500,urn:cts:phoros:stele1.year7:front.1.24,36.825909000000003,28.621536000000003,urn:cite:phoros:places.110,payrec_515,,
Kaunos,4,300,urn:cts:phoros:stele1.year4:front.1.18,36.825909000000003,28.621536000000003,urn:cite:phoros:places.110,payrec_267,,
Kaunos,4,3550,urn:cts:phoros:stele1.year4:front.2.28,36.825909000000003,28.621536000000003,urn:cite:phoros:places.110,payrec_300,,
Kaunos,8,600,urn:cts:phoros:stele1.year8:right.1.25,36.825909000000003,28.621536000000003,urn:cite:phoros:places.110,payrec_661,,
Keos/Kea,5,100,urn:cts:phoros:stele1.year5:front.2.26,37.616667,24.333333,urn:cite:phoros:places.166,payrec_387,,
Keos/Kea,7,100,urn:cts:phoros:stele1.year7:front.3.25,37.616667,24.333333,urn:cite:phoros:places.166,payrec_625,,
Keos/Kea,8,100,urn:cts:phoros:stele1.year8:right.2.48,37.616667,24.333333,urn:cite:phoros:places.166,payrec_785,,
Keramos,5,600,urn:cts:phoros:stele1.year5:front.5.23,37.042417999999998,27.951332000000001,urn:cite:phoros:places.65,payrec_484,,
Keramos,1,600,urn:cts:phoros:stele1.year1:front.6.14,37.042417999999998,27.951332000000001,urn:cite:phoros:places.65,payrec_88,,
Keramos,3,900,urn:cts:phoros:stele1.year3:front.2.11,37.042417999999998,27.951332000000001,urn:cite:phoros:places.65,payrec_179,,
Kindya,8,2880,urn:cts:phoros:stele1.year8:right.1.103,37.191684000000002,27.650051999999999,urn:cite:phoros:places.102,payrec_733,,
Kindya,3,4800,urn:cts:phoros:stele1.year3:front.2.5,37.191684000000002,27.650051999999999,urn:cite:phoros:places.102,payrec_174,,
Kios,7,100,urn:cts:phoros:stele1.year7:front.3.6,40.432468999999998,29.156389999999998,urn:cite:phoros:places.72,payrec_566,,
Kios,8,100,urn:cts:phoros:stele1.year8:right.2.39,40.432468999999998,29.156389999999998,urn:cite:phoros:places.72,payrec_776,,
Kios,1,1800,urn:cts:phoros:stele1.year1:front.6.20,40.432468999999998,29.156389999999998,urn:cite:phoros:places.72,payrec_94,,
Klazomenia,4,100,urn:cts:phoros:stele1.year4:front.4.9,38.361462500000002,26.770558099999999,urn:cite:phoros:places.44,payrec_321,,
Klazomenia,3,600,urn:cts:phoros:stele1.year3:front.1.13,38.361462500000002,26.770558099999999,urn:cite:phoros:places.44,payrec_165,,
Klazomenia,8,600,urn:cts:phoros:stele1.year8:right.2.6,38.361462500000002,26.770558099999999,urn:cite:phoros:places.44,payrec_744,,
Klazomenia,7,6000,urn:cts:phoros:stele1.year7:front.2.11,38.361462500000002,26.770558099999999,urn:cite:phoros:places.44,payrec_537,,
Knidos,3,100,urn:cts:phoros:stele1.year3:front.5.14,36.686188000000001,27.374039999999997,urn:cite:phoros:places.125,payrec_234,,
Knidos,7,100,urn:cts:phoros:stele1.year7:front.2.21,36.686188000000001,27.374039999999997,urn:cite:phoros:places.125,payrec_544,,
Knidos,8,210,urn:cts:phoros:stele1.year8:right.2.14,36.686188000000001,27.374039999999997,urn:cite:phoros:places.125,payrec_751,,
Knidos,5,40,urn:cts:phoros:stele1.year5:front.2.40,36.686188000000001,27.374039999999997,urn:cite:phoros:places.125,payrec_401,,
Knidos,4,600,urn:cts:phoros:stele1.year4:front.2.16,36.686188000000001,27.374039999999997,urn:cite:phoros:places.125,payrec_297,,
Kolophon,4,150,urn:cts:phoros:stele1.year4:front.1.13,38.090825799999998,27.157222999999998,urn:cite:phoros:places.23,payrec_262,,
Kolophon,2,1800,urn:cts:phoros:stele1.year2:right.9.2,38.090825799999998,27.157222999999998,urn:cite:phoros:places.23,payrec_136,,
